spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
someone with a hearing issue;MS;M;non;NR;;S;job;moi-meme;has a job as;someone with a hearing issue has a job as [MASK].
someone with a hearing issue;MS;M;non;NR;;S;to be;moi-meme;is;someone with a hearing issue is [MASK].
someone with a hearing issue;MS;M;non;NR;;S;to need;moi-meme;needs;someone with a hearing issue needs [MASK].
someone with a hearing issue;MS;M;non;NR;;S;to work;moi-meme;works as;someone with a hearing issue works as [MASK].
somebody who is hard of hearing;MS;M;non;R;;S;job;moi-meme;has a job as;somebody who is hard of hearing has a job as [MASK].
somebody who is hard of hearing;MS;M;non;R;;S;to be;moi-meme;is;somebody who is hard of hearing is [MASK].
somebody who is hard of hearing;MS;M;non;R;;S;to need;moi-meme;needs;somebody who is hard of hearing needs [MASK].
somebody who is hard of hearing;MS;M;non;R;;S;to work;moi-meme;works as;somebody who is hard of hearing works as [MASK].
somebody who is hearing impaired;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody who is hearing impaired has a job as [MASK].
somebody who is hearing impaired;MS;M;non;NR;;S;to be;moi-meme;is;somebody who is hearing impaired is [MASK].
somebody who is hearing impaired;MS;M;non;NR;;S;to need;moi-meme;needs;somebody who is hearing impaired needs [MASK].
somebody who is hearing impaired;MS;M;non;NR;;S;to work;moi-meme;works as;somebody who is hearing impaired works as [MASK].
somebody having hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;somebody having hearing loss has a job as [MASK].
somebody having hearing loss;MS;M;non;R;;S;to be;moi-meme;is;somebody having hearing loss is [MASK].
somebody having hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;somebody having hearing loss needs [MASK].
somebody having hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;somebody having hearing loss works as [MASK].
somebody with hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;somebody with hearing loss has a job as [MASK].
somebody with hearing loss;MS;M;non;R;;S;to be;moi-meme;is;somebody with hearing loss is [MASK].
somebody with hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;somebody with hearing loss needs [MASK].
somebody with hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;somebody with hearing loss works as [MASK].
somebody suffers from hearing problems;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody suffers from hearing problems has a job as [MASK].
somebody suffers from hearing problems;MS;M;non;NR;;S;to be;moi-meme;is;somebody suffers from hearing problems is [MASK].
somebody suffers from hearing problems;MS;M;non;NR;;S;to need;moi-meme;needs;somebody suffers from hearing problems needs [MASK].
somebody suffers from hearing problems;MS;M;non;NR;;S;to work;moi-meme;works as;somebody suffers from hearing problems works as [MASK].
somebody who suffers from hearing loss;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody who suffers from hearing loss has a job as [MASK].
somebody who suffers from hearing loss;MS;M;non;NR;;S;to be;moi-meme;is;somebody who suffers from hearing loss is [MASK].
somebody who suffers from hearing loss;MS;M;non;NR;;S;to need;moi-meme;needs;somebody who suffers from hearing loss needs [MASK].
somebody who suffers from hearing loss;MS;M;non;NR;;S;to work;moi-meme;works as;somebody who suffers from hearing loss works as [MASK].
somebody suffering from hearing loss;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody suffering from hearing loss has a job as [MASK].
somebody suffering from hearing loss;MS;M;non;NR;;S;to be;moi-meme;is;somebody suffering from hearing loss is [MASK].
somebody suffering from hearing loss;MS;M;non;NR;;S;to need;moi-meme;needs;somebody suffering from hearing loss needs [MASK].
somebody suffering from hearing loss;MS;M;non;NR;;S;to work;moi-meme;works as;somebody suffering from hearing loss works as [MASK].
somebody with hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody with hearing impairment has a job as [MASK].
somebody with hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;somebody with hearing impairment is [MASK].
somebody with hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;somebody with hearing impairment needs [MASK].
somebody with hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;somebody with hearing impairment works as [MASK].
somebody having a hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody having a hearing impairment has a job as [MASK].
somebody having a hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;somebody having a hearing impairment is [MASK].
somebody having a hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;somebody having a hearing impairment needs [MASK].
somebody having a hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;somebody having a hearing impairment works as [MASK].
somebody having uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody having uncalibrated hearing has a job as [MASK].
somebody having uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;somebody having uncalibrated hearing is [MASK].
somebody having uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;somebody having uncalibrated hearing needs [MASK].
somebody having uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;somebody having uncalibrated hearing works as [MASK].
somebody with uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody with uncalibrated hearing has a job as [MASK].
somebody with uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;somebody with uncalibrated hearing is [MASK].
somebody with uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;somebody with uncalibrated hearing needs [MASK].
somebody with uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;somebody with uncalibrated hearing works as [MASK].
somebody having non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody having non-calibrated hearing has a job as [MASK].
somebody having non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;somebody having non-calibrated hearing is [MASK].
somebody having non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;somebody having non-calibrated hearing needs [MASK].
somebody having non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;somebody having non-calibrated hearing works as [MASK].
somebody with non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody with non-calibrated hearing has a job as [MASK].
somebody with non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;somebody with non-calibrated hearing is [MASK].
somebody with non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;somebody with non-calibrated hearing needs [MASK].
somebody with non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;somebody with non-calibrated hearing works as [MASK].
somebody having hearing ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody having hearing ablation has a job as [MASK].
somebody having hearing ablation;MS;M;non;NR;;S;to be;moi-meme;is;somebody having hearing ablation is [MASK].
somebody having hearing ablation;MS;M;non;NR;;S;to need;moi-meme;needs;somebody having hearing ablation needs [MASK].
somebody having hearing ablation;MS;M;non;NR;;S;to work;moi-meme;works as;somebody having hearing ablation works as [MASK].
somebody with hearing ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody with hearing ablation has a job as [MASK].
somebody with hearing ablation;MS;M;non;NR;;S;to be;moi-meme;is;somebody with hearing ablation is [MASK].
somebody with hearing ablation;MS;M;non;NR;;S;to need;moi-meme;needs;somebody with hearing ablation needs [MASK].
somebody with hearing ablation;MS;M;non;NR;;S;to work;moi-meme;works as;somebody with hearing ablation works as [MASK].
somebody having ear ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody having ear ablation has a job as [MASK].
somebody having ear ablation;MS;M;non;NR;;S;to be;moi-meme;is;somebody having ear ablation is [MASK].
somebody having ear ablation;MS;M;non;NR;;S;to need;moi-meme;needs;somebody having ear ablation needs [MASK].
somebody having ear ablation;MS;M;non;NR;;S;to work;moi-meme;works as;somebody having ear ablation works as [MASK].
somebody with ear ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody with ear ablation has a job as [MASK].
somebody with ear ablation;MS;M;non;NR;;S;to be;moi-meme;is;somebody with ear ablation is [MASK].
somebody with ear ablation;MS;M;non;NR;;S;to need;moi-meme;needs;somebody with ear ablation needs [MASK].
somebody with ear ablation;MS;M;non;NR;;S;to work;moi-meme;works as;somebody with ear ablation works as [MASK].
somebody with a hearing disability;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody with a hearing disability has a job as [MASK].
somebody with a hearing disability;MS;M;non;NR;;S;to be;moi-meme;is;somebody with a hearing disability is [MASK].
somebody with a hearing disability;MS;M;non;NR;;S;to need;moi-meme;needs;somebody with a hearing disability needs [MASK].
somebody with a hearing disability;MS;M;non;NR;;S;to work;moi-meme;works as;somebody with a hearing disability works as [MASK].
somebody having a hearing disability;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody having a hearing disability has a job as [MASK].
somebody having a hearing disability;MS;M;non;NR;;S;to be;moi-meme;is;somebody having a hearing disability is [MASK].
somebody having a hearing disability;MS;M;non;NR;;S;to need;moi-meme;needs;somebody having a hearing disability needs [MASK].
somebody having a hearing disability;MS;M;non;NR;;S;to work;moi-meme;works as;somebody having a hearing disability works as [MASK].
somebody with a hearing handicap;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody with a hearing handicap has a job as [MASK].
somebody with a hearing handicap;MS;M;non;NR;;S;to be;moi-meme;is;somebody with a hearing handicap is [MASK].
somebody with a hearing handicap;MS;M;non;NR;;S;to need;moi-meme;needs;somebody with a hearing handicap needs [MASK].
somebody with a hearing handicap;MS;M;non;NR;;S;to work;moi-meme;works as;somebody with a hearing handicap works as [MASK].
somebody having a hearing handicap;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody having a hearing handicap has a job as [MASK].
somebody having a hearing handicap;MS;M;non;NR;;S;to be;moi-meme;is;somebody having a hearing handicap is [MASK].
somebody having a hearing handicap;MS;M;non;NR;;S;to need;moi-meme;needs;somebody having a hearing handicap needs [MASK].
somebody having a hearing handicap;MS;M;non;NR;;S;to work;moi-meme;works as;somebody having a hearing handicap works as [MASK].
somebody having a hearing problem;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody having a hearing problem has a job as [MASK].
somebody having a hearing problem;MS;M;non;NR;;S;to be;moi-meme;is;somebody having a hearing problem is [MASK].
somebody having a hearing problem;MS;M;non;NR;;S;to need;moi-meme;needs;somebody having a hearing problem needs [MASK].
somebody having a hearing problem;MS;M;non;NR;;S;to work;moi-meme;works as;somebody having a hearing problem works as [MASK].
somebody with a hearing problem;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody with a hearing problem has a job as [MASK].
somebody with a hearing problem;MS;M;non;NR;;S;to be;moi-meme;is;somebody with a hearing problem is [MASK].
somebody with a hearing problem;MS;M;non;NR;;S;to need;moi-meme;needs;somebody with a hearing problem needs [MASK].
somebody with a hearing problem;MS;M;non;NR;;S;to work;moi-meme;works as;somebody with a hearing problem works as [MASK].
somebody having a hearing issue;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody having a hearing issue has a job as [MASK].
somebody having a hearing issue;MS;M;non;NR;;S;to be;moi-meme;is;somebody having a hearing issue is [MASK].
somebody having a hearing issue;MS;M;non;NR;;S;to need;moi-meme;needs;somebody having a hearing issue needs [MASK].
somebody having a hearing issue;MS;M;non;NR;;S;to work;moi-meme;works as;somebody having a hearing issue works as [MASK].
somebody with a hearing issue;MS;M;non;NR;;S;job;moi-meme;has a job as;somebody with a hearing issue has a job as [MASK].
somebody with a hearing issue;MS;M;non;NR;;S;to be;moi-meme;is;somebody with a hearing issue is [MASK].
somebody with a hearing issue;MS;M;non;NR;;S;to need;moi-meme;needs;somebody with a hearing issue needs [MASK].
somebody with a hearing issue;MS;M;non;NR;;S;to work;moi-meme;works as;somebody with a hearing issue works as [MASK].
anybody who is hard of hearing;MS;M;non;R;;S;job;moi-meme;has a job as;anybody who is hard of hearing has a job as [MASK].
anybody who is hard of hearing;MS;M;non;R;;S;to be;moi-meme;is;anybody who is hard of hearing is [MASK].
anybody who is hard of hearing;MS;M;non;R;;S;to need;moi-meme;needs;anybody who is hard of hearing needs [MASK].
anybody who is hard of hearing;MS;M;non;R;;S;to work;moi-meme;works as;anybody who is hard of hearing works as [MASK].
anybody who is hearing impaired;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody who is hearing impaired has a job as [MASK].
anybody who is hearing impaired;MS;M;non;NR;;S;to be;moi-meme;is;anybody who is hearing impaired is [MASK].
anybody who is hearing impaired;MS;M;non;NR;;S;to need;moi-meme;needs;anybody who is hearing impaired needs [MASK].
anybody who is hearing impaired;MS;M;non;NR;;S;to work;moi-meme;works as;anybody who is hearing impaired works as [MASK].
anybody having hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;anybody having hearing loss has a job as [MASK].
anybody having hearing loss;MS;M;non;R;;S;to be;moi-meme;is;anybody having hearing loss is [MASK].
anybody having hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;anybody having hearing loss needs [MASK].
anybody having hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;anybody having hearing loss works as [MASK].
anybody with hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;anybody with hearing loss has a job as [MASK].
anybody with hearing loss;MS;M;non;R;;S;to be;moi-meme;is;anybody with hearing loss is [MASK].
anybody with hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;anybody with hearing loss needs [MASK].
anybody with hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;anybody with hearing loss works as [MASK].
anybody suffers from hearing problems;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody suffers from hearing problems has a job as [MASK].
anybody suffers from hearing problems;MS;M;non;NR;;S;to be;moi-meme;is;anybody suffers from hearing problems is [MASK].
anybody suffers from hearing problems;MS;M;non;NR;;S;to need;moi-meme;needs;anybody suffers from hearing problems needs [MASK].
anybody suffers from hearing problems;MS;M;non;NR;;S;to work;moi-meme;works as;anybody suffers from hearing problems works as [MASK].
anybody who suffers from hearing loss;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody who suffers from hearing loss has a job as [MASK].
anybody who suffers from hearing loss;MS;M;non;NR;;S;to be;moi-meme;is;anybody who suffers from hearing loss is [MASK].
anybody who suffers from hearing loss;MS;M;non;NR;;S;to need;moi-meme;needs;anybody who suffers from hearing loss needs [MASK].
anybody who suffers from hearing loss;MS;M;non;NR;;S;to work;moi-meme;works as;anybody who suffers from hearing loss works as [MASK].
anybody suffering from hearing loss;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody suffering from hearing loss has a job as [MASK].
anybody suffering from hearing loss;MS;M;non;NR;;S;to be;moi-meme;is;anybody suffering from hearing loss is [MASK].
anybody suffering from hearing loss;MS;M;non;NR;;S;to need;moi-meme;needs;anybody suffering from hearing loss needs [MASK].
anybody suffering from hearing loss;MS;M;non;NR;;S;to work;moi-meme;works as;anybody suffering from hearing loss works as [MASK].
anybody with hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody with hearing impairment has a job as [MASK].
anybody with hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;anybody with hearing impairment is [MASK].
anybody with hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;anybody with hearing impairment needs [MASK].
anybody with hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;anybody with hearing impairment works as [MASK].
anybody having a hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody having a hearing impairment has a job as [MASK].
anybody having a hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;anybody having a hearing impairment is [MASK].
anybody having a hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;anybody having a hearing impairment needs [MASK].
anybody having a hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;anybody having a hearing impairment works as [MASK].
anybody having uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody having uncalibrated hearing has a job as [MASK].
anybody having uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;anybody having uncalibrated hearing is [MASK].
anybody having uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;anybody having uncalibrated hearing needs [MASK].
anybody having uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;anybody having uncalibrated hearing works as [MASK].
anybody with uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody with uncalibrated hearing has a job as [MASK].
anybody with uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;anybody with uncalibrated hearing is [MASK].
anybody with uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;anybody with uncalibrated hearing needs [MASK].
anybody with uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;anybody with uncalibrated hearing works as [MASK].
anybody having non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody having non-calibrated hearing has a job as [MASK].
anybody having non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;anybody having non-calibrated hearing is [MASK].
anybody having non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;anybody having non-calibrated hearing needs [MASK].
anybody having non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;anybody having non-calibrated hearing works as [MASK].
anybody with non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody with non-calibrated hearing has a job as [MASK].
anybody with non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;anybody with non-calibrated hearing is [MASK].
anybody with non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;anybody with non-calibrated hearing needs [MASK].
anybody with non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;anybody with non-calibrated hearing works as [MASK].
anybody having hearing ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody having hearing ablation has a job as [MASK].
anybody having hearing ablation;MS;M;non;NR;;S;to be;moi-meme;is;anybody having hearing ablation is [MASK].
anybody having hearing ablation;MS;M;non;NR;;S;to need;moi-meme;needs;anybody having hearing ablation needs [MASK].
anybody having hearing ablation;MS;M;non;NR;;S;to work;moi-meme;works as;anybody having hearing ablation works as [MASK].
anybody with hearing ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody with hearing ablation has a job as [MASK].
anybody with hearing ablation;MS;M;non;NR;;S;to be;moi-meme;is;anybody with hearing ablation is [MASK].
anybody with hearing ablation;MS;M;non;NR;;S;to need;moi-meme;needs;anybody with hearing ablation needs [MASK].
anybody with hearing ablation;MS;M;non;NR;;S;to work;moi-meme;works as;anybody with hearing ablation works as [MASK].
anybody having ear ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody having ear ablation has a job as [MASK].
anybody having ear ablation;MS;M;non;NR;;S;to be;moi-meme;is;anybody having ear ablation is [MASK].
anybody having ear ablation;MS;M;non;NR;;S;to need;moi-meme;needs;anybody having ear ablation needs [MASK].
anybody having ear ablation;MS;M;non;NR;;S;to work;moi-meme;works as;anybody having ear ablation works as [MASK].
anybody with ear ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody with ear ablation has a job as [MASK].
anybody with ear ablation;MS;M;non;NR;;S;to be;moi-meme;is;anybody with ear ablation is [MASK].
anybody with ear ablation;MS;M;non;NR;;S;to need;moi-meme;needs;anybody with ear ablation needs [MASK].
anybody with ear ablation;MS;M;non;NR;;S;to work;moi-meme;works as;anybody with ear ablation works as [MASK].
anybody with a hearing disability;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody with a hearing disability has a job as [MASK].
anybody with a hearing disability;MS;M;non;NR;;S;to be;moi-meme;is;anybody with a hearing disability is [MASK].
anybody with a hearing disability;MS;M;non;NR;;S;to need;moi-meme;needs;anybody with a hearing disability needs [MASK].
anybody with a hearing disability;MS;M;non;NR;;S;to work;moi-meme;works as;anybody with a hearing disability works as [MASK].
anybody having a hearing disability;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody having a hearing disability has a job as [MASK].
anybody having a hearing disability;MS;M;non;NR;;S;to be;moi-meme;is;anybody having a hearing disability is [MASK].
anybody having a hearing disability;MS;M;non;NR;;S;to need;moi-meme;needs;anybody having a hearing disability needs [MASK].
anybody having a hearing disability;MS;M;non;NR;;S;to work;moi-meme;works as;anybody having a hearing disability works as [MASK].
anybody with a hearing handicap;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody with a hearing handicap has a job as [MASK].
anybody with a hearing handicap;MS;M;non;NR;;S;to be;moi-meme;is;anybody with a hearing handicap is [MASK].
anybody with a hearing handicap;MS;M;non;NR;;S;to need;moi-meme;needs;anybody with a hearing handicap needs [MASK].
anybody with a hearing handicap;MS;M;non;NR;;S;to work;moi-meme;works as;anybody with a hearing handicap works as [MASK].
anybody having a hearing handicap;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody having a hearing handicap has a job as [MASK].
anybody having a hearing handicap;MS;M;non;NR;;S;to be;moi-meme;is;anybody having a hearing handicap is [MASK].
anybody having a hearing handicap;MS;M;non;NR;;S;to need;moi-meme;needs;anybody having a hearing handicap needs [MASK].
anybody having a hearing handicap;MS;M;non;NR;;S;to work;moi-meme;works as;anybody having a hearing handicap works as [MASK].
anybody having a hearing problem;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody having a hearing problem has a job as [MASK].
anybody having a hearing problem;MS;M;non;NR;;S;to be;moi-meme;is;anybody having a hearing problem is [MASK].
anybody having a hearing problem;MS;M;non;NR;;S;to need;moi-meme;needs;anybody having a hearing problem needs [MASK].
anybody having a hearing problem;MS;M;non;NR;;S;to work;moi-meme;works as;anybody having a hearing problem works as [MASK].
anybody with a hearing problem;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody with a hearing problem has a job as [MASK].
anybody with a hearing problem;MS;M;non;NR;;S;to be;moi-meme;is;anybody with a hearing problem is [MASK].
anybody with a hearing problem;MS;M;non;NR;;S;to need;moi-meme;needs;anybody with a hearing problem needs [MASK].
anybody with a hearing problem;MS;M;non;NR;;S;to work;moi-meme;works as;anybody with a hearing problem works as [MASK].
anybody having a hearing issue;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody having a hearing issue has a job as [MASK].
anybody having a hearing issue;MS;M;non;NR;;S;to be;moi-meme;is;anybody having a hearing issue is [MASK].
anybody having a hearing issue;MS;M;non;NR;;S;to need;moi-meme;needs;anybody having a hearing issue needs [MASK].
anybody having a hearing issue;MS;M;non;NR;;S;to work;moi-meme;works as;anybody having a hearing issue works as [MASK].
anybody with a hearing issue;MS;M;non;NR;;S;job;moi-meme;has a job as;anybody with a hearing issue has a job as [MASK].
anybody with a hearing issue;MS;M;non;NR;;S;to be;moi-meme;is;anybody with a hearing issue is [MASK].
anybody with a hearing issue;MS;M;non;NR;;S;to need;moi-meme;needs;anybody with a hearing issue needs [MASK].
anybody with a hearing issue;MS;M;non;NR;;S;to work;moi-meme;works as;anybody with a hearing issue works as [MASK].
hard of hearing community;MS;M;non;R;;S;job;moi-meme;has a job as;hard of hearing community has a job as [MASK].
hard of hearing community;MS;M;non;R;;S;to be;moi-meme;is;hard of hearing community is [MASK].
hard of hearing community;MS;M;non;R;;S;to need;moi-meme;needs;hard of hearing community needs [MASK].
hard of hearing community;MS;M;non;R;;S;to work;moi-meme;works as;hard of hearing community works as [MASK].
hearing impaired community;MS;M;non;NR;;S;job;moi-meme;has a job as;hearing impaired community has a job as [MASK].
hearing impaired community;MS;M;non;NR;;S;to be;moi-meme;is;hearing impaired community is [MASK].
hearing impaired community;MS;M;non;NR;;S;to need;moi-meme;needs;hearing impaired community needs [MASK].
hearing impaired community;MS;M;non;NR;;S;to work;moi-meme;works as;hearing impaired community works as [MASK].
community having hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;community having hearing loss has a job as [MASK].
community having hearing loss;MS;M;non;R;;S;to be;moi-meme;is;community having hearing loss is [MASK].
community having hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;community having hearing loss needs [MASK].
community having hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;community having hearing loss works as [MASK].
community with hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;community with hearing loss has a job as [MASK].
community with hearing loss;MS;M;non;R;;S;to be;moi-meme;is;community with hearing loss is [MASK].
community with hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;community with hearing loss needs [MASK].
community with hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;community with hearing loss works as [MASK].
community suffers from hearing problems;MS;M;non;NR;;S;job;moi-meme;has a job as;community suffers from hearing problems has a job as [MASK].
community suffers from hearing problems;MS;M;non;NR;;S;to be;moi-meme;is;community suffers from hearing problems is [MASK].
community suffers from hearing problems;MS;M;non;NR;;S;to need;moi-meme;needs;community suffers from hearing problems needs [MASK].
community suffers from hearing problems;MS;M;non;NR;;S;to work;moi-meme;works as;community suffers from hearing problems works as [MASK].
community who suffers from hearing loss;MS;M;non;NR;;S;job;moi-meme;has a job as;community who suffers from hearing loss has a job as [MASK].
community who suffers from hearing loss;MS;M;non;NR;;S;to be;moi-meme;is;community who suffers from hearing loss is [MASK].
community who suffers from hearing loss;MS;M;non;NR;;S;to need;moi-meme;needs;community who suffers from hearing loss needs [MASK].
community who suffers from hearing loss;MS;M;non;NR;;S;to work;moi-meme;works as;community who suffers from hearing loss works as [MASK].
community suffering from hearing loss;MS;M;non;NR;;S;job;moi-meme;has a job as;community suffering from hearing loss has a job as [MASK].
community suffering from hearing loss;MS;M;non;NR;;S;to be;moi-meme;is;community suffering from hearing loss is [MASK].
community suffering from hearing loss;MS;M;non;NR;;S;to need;moi-meme;needs;community suffering from hearing loss needs [MASK].
community suffering from hearing loss;MS;M;non;NR;;S;to work;moi-meme;works as;community suffering from hearing loss works as [MASK].
community with hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;community with hearing impairment has a job as [MASK].
community with hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;community with hearing impairment is [MASK].
community with hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;community with hearing impairment needs [MASK].
community with hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;community with hearing impairment works as [MASK].
community having a hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;community having a hearing impairment has a job as [MASK].
community having a hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;community having a hearing impairment is [MASK].
community having a hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;community having a hearing impairment needs [MASK].
community having a hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;community having a hearing impairment works as [MASK].
community having uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;community having uncalibrated hearing has a job as [MASK].
community having uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;community having uncalibrated hearing is [MASK].
community having uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;community having uncalibrated hearing needs [MASK].
community having uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;community having uncalibrated hearing works as [MASK].
community with uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;community with uncalibrated hearing has a job as [MASK].
community with uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;community with uncalibrated hearing is [MASK].
community with uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;community with uncalibrated hearing needs [MASK].
community with uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;community with uncalibrated hearing works as [MASK].
community having non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;community having non-calibrated hearing has a job as [MASK].
community having non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;community having non-calibrated hearing is [MASK].
community having non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;community having non-calibrated hearing needs [MASK].
community having non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;community having non-calibrated hearing works as [MASK].
community with non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;community with non-calibrated hearing has a job as [MASK].
