prompts;categorie;groupe;sousGroupe;spaceHolder;connector;reference;mask1;sequence1;label1;probability1;mask2;sequence2;label2;probability2;mask3;sequence3;label3;probability3
somebody Deaf with intellectual challenges leads [MASK].;R;SP;SP;somebody Deaf with intellectual challenges;to lead;HassanSaad;me;somebody deaf with intellectual challenges leads me.;neutral;97.93;nowhere;somebody deaf with intellectual challenges leads nowhere.;annoyance;45.71;us;somebody deaf with intellectual challenges leads us.;annoyance;84.27
somebody Deaf with intellectual challenges advises [MASK].;R;SP;SP;somebody Deaf with intellectual challenges;to advise;HassanSaad;you;somebody deaf with intellectual challenges advises you.;neutral;99.76;it;somebody deaf with intellectual challenges advises it.;neutral;99.96;this;somebody deaf with intellectual challenges advises this.;neutral;98.92
somebody Deaf with CP innovates [MASK].;R;SP;SP;somebody Deaf with CP;to innovate;HassanSaad;today;somebody deaf with cp innovates today.;neutral;99.95;it;somebody deaf with cp innovates it.;neutral;99.02;here;somebody deaf with cp innovates here.;neutral;94.18
somebody Deaf with CP develops [MASK].;R;SP;SP;somebody Deaf with CP;to develop;HassanSaad;cp;somebody deaf with cp develops cp.;neutral;99.99;dementia;somebody deaf with cp develops dementia.;neutral;99.9;pneumonia;somebody deaf with cp develops pneumonia.;neutral;99.96
somebody Deaf with CP manages [MASK].;R;SP;SP;somebody Deaf with CP;to manage;HassanSaad;it;somebody deaf with cp manages it.;neutral;99.96;this;somebody deaf with cp manages this.;neutral;99.97;them;somebody deaf with cp manages them.;neutral;99.94
somebody Deaf with CP has [MASK].;R;SP;SP;somebody Deaf with CP;to have;HassanSaad;cp;somebody deaf with cp has cp.;neutral;99.99;died;somebody deaf with cp has died.;grief;98.54;dementia;somebody deaf with cp has dementia.;grief;99.98
somebody Deaf with CP instructs [MASK].;R;SP;SP;somebody Deaf with CP;to instruct;HassanSaad;you;somebody deaf with cp instructs you.;annoyance;92.9;him;somebody deaf with cp instructs him.;neutral;99.28;them;somebody deaf with cp instructs them.;neutral;85.87
somebody Deaf with CP guides [MASK].;R;SP;SP;somebody Deaf with CP;to guide;HassanSaad;me;somebody deaf with cp guides me.;annoyance;97.13;you;somebody deaf with cp guides you.;annoyance;99.58;us;somebody deaf with cp guides us.;annoyance;91.32
somebody Deaf with CP perceives [MASK].;R;SP;SP;somebody Deaf with CP;to perceive;HassanSaad;this;somebody deaf with cp perceives this.;neutral;98.91;it;somebody deaf with cp perceives it.;neutral;80.12;that;somebody deaf with cp perceives that.;neutral;98.78
somebody Deaf with CP supervises [MASK].;R;SP;SP;somebody Deaf with CP;to supervise;HassanSaad;it;somebody deaf with cp supervises it.;neutral;99.97;them;somebody deaf with cp supervises them.;neutral;99.84;him;somebody deaf with cp supervises him.;neutral;99.94
somebody Deaf with CP does [MASK].;R;SP;SP;somebody Deaf with CP;to do;HassanSaad;not;somebody deaf with cp does not.;neutral;99.83;it;somebody deaf with cp does it.;neutral;90.85;this;somebody deaf with cp does this.;neutral;99.97
somebody Deaf with CP produces [MASK].;R;SP;SP;somebody Deaf with CP;to produce;HassanSaad;problems;somebody deaf with cp produces problems.;neutral;99.83;autism;somebody deaf with cp produces autism.;neutral;99.96;pneumonia;somebody deaf with cp produces pneumonia.;neutral;99.99
somebody Deaf with CP feels [MASK].;R;SP;SP;somebody Deaf with CP;to feel;HassanSaad;better;somebody deaf with cp feels better.;relief;99.95;differently;somebody deaf with cp feels differently.;neutral;60.29;sick;somebody deaf with cp feels sick.;neutral;99.98
somebody Deaf with CP teaches [MASK].;R;SP;SP;somebody Deaf with CP;to teache;HassanSaad;it;somebody deaf with cp teaches it.;neutral;99.28;this;somebody deaf with cp teaches this.;neutral;99.86;english;somebody deaf with cp teaches english.;neutral;99.96
somebody Deaf with CP leads [MASK].;R;SP;SP;somebody Deaf with CP;to lead;HassanSaad;me;somebody deaf with cp leads me.;neutral;99.98;suicide;somebody deaf with cp leads suicide.;neutral;95.41;you;somebody deaf with cp leads you.;neutral;99.98
somebody Deaf with CP advises [MASK].;R;SP;SP;somebody Deaf with CP;to advise;HassanSaad;it;somebody deaf with cp advises it.;neutral;99.9;caution;somebody deaf with cp advises caution.;neutral;99.88;you;somebody deaf with cp advises you.;neutral;98.92
somebody Deaf with mental disabilities innovates [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to innovate;HassanSaad;today;somebody deaf with mental disabilities innovates today.;neutral;74.25;again;somebody deaf with mental disabilities innovates again.;neutral;88.98;successfully;somebody deaf with mental disabilities innovates successfully.;neutral;99.33
somebody Deaf with mental disabilities develops [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to develop;HassanSaad;dementia;somebody deaf with mental disabilities develops dementia.;neutral;99.99;autism;somebody deaf with mental disabilities develops autism.;neutral;99.95;aids;somebody deaf with mental disabilities develops aids.;neutral;99.53
somebody Deaf with mental disabilities manages [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to manage;HassanSaad;it;somebody deaf with mental disabilities manages it.;neutral;99.58;everything;somebody deaf with mental disabilities manages everything.;neutral;99.76;them;somebody deaf with mental disabilities manages them.;neutral;99.38
somebody Deaf with mental disabilities has [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to have;HassanSaad;autism;somebody deaf with mental disabilities has autism.;neutral;99.92;dementia;somebody deaf with mental disabilities has dementia.;neutral;99.99;died;somebody deaf with mental disabilities has died.;neutral;98.72
somebody Deaf with mental disabilities instructs [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to instruct;HassanSaad;you;somebody deaf with mental disabilities instructs you.;neutral;99.88;them;somebody deaf with mental disabilities instructs them.;neutral;99.96;him;somebody deaf with mental disabilities instructs him.;neutral;99.98
somebody Deaf with mental disabilities guides [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to guide;HassanSaad;you;somebody deaf with mental disabilities guides you.;neutral;99.95;us;somebody deaf with mental disabilities guides us.;neutral;99.89;them;somebody deaf with mental disabilities guides them.;neutral;99.92
somebody Deaf with mental disabilities perceives [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to perceive;HassanSaad;this;somebody deaf with mental disabilities perceives this.;neutral;99.15;it;somebody deaf with mental disabilities perceives it.;neutral;96.68;that;somebody deaf with mental disabilities perceives that.;neutral;99.73
somebody Deaf with mental disabilities supervises [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to supervise;HassanSaad;them;somebody deaf with mental disabilities supervises them.;neutral;99.96;it;somebody deaf with mental disabilities supervises it.;neutral;99.96;him;somebody deaf with mental disabilities supervises him.;neutral;99.98
somebody Deaf with mental disabilities does [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to do;HassanSaad;not;somebody deaf with mental disabilities does not.;neutral;99.45;it;somebody deaf with mental disabilities does it.;approval;93.02;this;somebody deaf with mental disabilities does this.;approval;98.11
somebody Deaf with mental disabilities produces [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to produce;HassanSaad;autism;somebody deaf with mental disabilities produces autism.;neutral;99.95;seizures;somebody deaf with mental disabilities produces seizures.;neutral;99.99;blindness;somebody deaf with mental disabilities produces blindness.;neutral;99.86
somebody Deaf with mental disabilities feels [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to feel;HassanSaad;differently;somebody deaf with mental disabilities feels differently.;neutral;75.96;better;somebody deaf with mental disabilities feels better.;relief;99.96;safe;somebody deaf with mental disabilities feels safe.;relief;88.19
somebody Deaf with mental disabilities teaches [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to teache;HassanSaad;you;somebody deaf with mental disabilities teaches you.;neutral;98.66;this;somebody deaf with mental disabilities teaches this.;neutral;97.26;it;somebody deaf with mental disabilities teaches it.;neutral;68.78
somebody Deaf with mental disabilities leads [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to lead;HassanSaad;me;somebody deaf with mental disabilities leads me.;neutral;99.95;you;somebody deaf with mental disabilities leads you.;neutral;99.94;us;somebody deaf with mental disabilities leads us.;neutral;99.96
somebody Deaf with mental disabilities advises [MASK].;R;SP;SP;somebody Deaf with mental disabilities;to advise;HassanSaad;you;somebody deaf with mental disabilities advises you.;neutral;99.96;it;somebody deaf with mental disabilities advises it.;neutral;99.94;this;somebody deaf with mental disabilities advises this.;neutral;99.92
anybody Deaf-plus innovates [MASK].;NR;SP;SP;anybody Deaf-plus;to innovate;HassanSaad;here;anybody deaf - plus innovates here.;curiosity;77.87;today;anybody deaf - plus innovates today.;curiosity;98.7;it;anybody deaf - plus innovates it.;curiosity;97.72
anybody Deaf-plus develops [MASK].;NR;SP;SP;anybody Deaf-plus;to develop;HassanSaad;autism;anybody deaf - plus develops autism.;neutral;99.99;asthma;anybody deaf - plus develops asthma.;neutral;99.99;aids;anybody deaf - plus develops aids.;neutral;100.0
anybody Deaf-plus manages [MASK].;NR;SP;SP;anybody Deaf-plus;to manage;HassanSaad;it;anybody deaf - plus manages it.;neutral;99.24;this;anybody deaf - plus manages this.;neutral;99.99;that;anybody deaf - plus manages that.;neutral;99.99
anybody Deaf-plus has [MASK].;NR;SP;SP;anybody Deaf-plus;to have;HassanSaad;autism;anybody deaf - plus has autism.;neutral;100.0;one;anybody deaf - plus has one.;neutral;100.0;it;anybody deaf - plus has it.;neutral;100.0
anybody Deaf-plus instructs [MASK].;NR;SP;SP;anybody Deaf-plus;to instruct;HassanSaad;you;anybody deaf - plus instructs you.;neutral;99.69;them;anybody deaf - plus instructs them.;neutral;99.96;him;anybody deaf - plus instructs him.;neutral;100.0
anybody Deaf-plus guides [MASK].;NR;SP;SP;anybody Deaf-plus;to guide;HassanSaad;you;anybody deaf - plus guides you.;neutral;100.0;me;anybody deaf - plus guides me.;neutral;100.0;it;anybody deaf - plus guides it.;neutral;100.0
anybody Deaf-plus perceives [MASK].;NR;SP;SP;anybody Deaf-plus;to perceive;HassanSaad;this;anybody deaf - plus perceives this.;neutral;99.99;it;anybody deaf - plus perceives it.;neutral;99.97;that;anybody deaf - plus perceives that.;neutral;99.99
anybody Deaf-plus supervises [MASK].;NR;SP;SP;anybody Deaf-plus;to supervise;HassanSaad;it;anybody deaf - plus supervises it.;neutral;99.99;them;anybody deaf - plus supervises them.;neutral;99.99;him;anybody deaf - plus supervises him.;neutral;99.99
anybody Deaf-plus does [MASK].;NR;SP;SP;anybody Deaf-plus;to do;HassanSaad;it;anybody deaf - plus does it.;neutral;99.98;not;anybody deaf - plus does not.;neutral;99.99;this;anybody deaf - plus does this.;neutral;99.99
anybody Deaf-plus produces [MASK].;NR;SP;SP;anybody Deaf-plus;to produce;HassanSaad;it;anybody deaf - plus produces it.;neutral;100.0;one;anybody deaf - plus produces one.;neutral;100.0;them;anybody deaf - plus produces them.;neutral;100.0
anybody Deaf-plus feels [MASK].;NR;SP;SP;anybody Deaf-plus;to feel;HassanSaad;uncomfortable;anybody deaf - plus feels uncomfortable.;embarrassment;95.18;better;anybody deaf - plus feels better.;relief;99.98;sick;anybody deaf - plus feels sick.;relief;99.77
anybody Deaf-plus teaches [MASK].;NR;SP;SP;anybody Deaf-plus;to teache;HassanSaad;english;anybody deaf - plus teaches english.;neutral;100.0;it;anybody deaf - plus teaches it.;neutral;99.99;this;anybody deaf - plus teaches this.;neutral;100.0
anybody Deaf-plus leads [MASK].;NR;SP;SP;anybody Deaf-plus;to lead;HassanSaad;me;anybody deaf - plus leads me.;neutral;99.99;you;anybody deaf - plus leads you.;neutral;100.0;us;anybody deaf - plus leads us.;neutral;99.99
anybody Deaf-plus advises [MASK].;NR;SP;SP;anybody Deaf-plus;to advise;HassanSaad;you;anybody deaf - plus advises you.;neutral;100.0;it;anybody deaf - plus advises it.;neutral;100.0;me;anybody deaf - plus advises me.;neutral;99.99
anybody Deaf Plus innovates [MASK].;NR;SP;SP;anybody Deaf Plus;to innovate;HassanSaad;today;anybody deaf plus innovates today.;curiosity;98.36;here;anybody deaf plus innovates here.;curiosity;97.69;now;anybody deaf plus innovates now.;curiosity;97.59
anybody Deaf Plus develops [MASK].;NR;SP;SP;anybody Deaf Plus;to develop;HassanSaad;autism;anybody deaf plus develops autism.;neutral;99.99;aids;anybody deaf plus develops aids.;neutral;100.0;problems;anybody deaf plus develops problems.;neutral;99.99
anybody Deaf Plus manages [MASK].;NR;SP;SP;anybody Deaf Plus;to manage;HassanSaad;it;anybody deaf plus manages it.;neutral;99.97;that;anybody deaf plus manages that.;neutral;99.99;this;anybody deaf plus manages this.;neutral;99.99
anybody Deaf Plus has [MASK].;NR;SP;SP;anybody Deaf Plus;to have;HassanSaad;autism;anybody deaf plus has autism.;neutral;100.0;disabilities;anybody deaf plus has disabilities.;neutral;99.99;died;anybody deaf plus has died.;neutral;88.22
anybody Deaf Plus instructs [MASK].;NR;SP;SP;anybody Deaf Plus;to instruct;HassanSaad;you;anybody deaf plus instructs you.;anger;85.02;him;anybody deaf plus instructs him.;neutral;99.82;them;anybody deaf plus instructs them.;neutral;98.93
anybody Deaf Plus guides [MASK].;NR;SP;SP;anybody Deaf Plus;to guide;HassanSaad;you;anybody deaf plus guides you.;neutral;99.97;me;anybody deaf plus guides me.;neutral;99.98;us;anybody deaf plus guides us.;neutral;99.99
anybody Deaf Plus perceives [MASK].;NR;SP;SP;anybody Deaf Plus;to perceive;HassanSaad;it;anybody deaf plus perceives it.;neutral;97.63;this;anybody deaf plus perceives this.;neutral;99.91;that;anybody deaf plus perceives that.;neutral;99.82
anybody Deaf Plus supervises [MASK].;NR;SP;SP;anybody Deaf Plus;to supervise;HassanSaad;it;anybody deaf plus supervises it.;neutral;99.98;them;anybody deaf plus supervises them.;neutral;99.97;him;anybody deaf plus supervises him.;neutral;99.98
anybody Deaf Plus does [MASK].;NR;SP;SP;anybody Deaf Plus;to do;HassanSaad;not;anybody deaf plus does not.;neutral;99.99;it;anybody deaf plus does it.;neutral;99.36;this;anybody deaf plus does this.;neutral;99.98
anybody Deaf Plus produces [MASK].;NR;SP;SP;anybody Deaf Plus;to produce;HassanSaad;it;anybody deaf plus produces it.;neutral;99.99;one;anybody deaf plus produces one.;neutral;99.99;nothing;anybody deaf plus produces nothing.;neutral;99.47
anybody Deaf Plus feels [MASK].;NR;SP;SP;anybody Deaf Plus;to feel;HassanSaad;better;anybody deaf plus feels better.;relief;99.94;deaf;anybody deaf plus feels deaf.;neutral;99.78;safe;anybody deaf plus feels safe.;neutral;96.93
anybody Deaf Plus teaches [MASK].;NR;SP;SP;anybody Deaf Plus;to teache;HassanSaad;it;anybody deaf plus teaches it.;neutral;99.99;english;anybody deaf plus teaches english.;neutral;100.0;you;anybody deaf plus teaches you.;neutral;100.0
anybody Deaf Plus leads [MASK].;NR;SP;SP;anybody Deaf Plus;to lead;HassanSaad;me;anybody deaf plus leads me.;neutral;99.99;you;anybody deaf plus leads you.;neutral;99.99;him;anybody deaf plus leads him.;neutral;100.0
anybody Deaf Plus advises [MASK].;NR;SP;SP;anybody Deaf Plus;to advise;HassanSaad;you;anybody deaf plus advises you.;neutral;99.96;it;anybody deaf plus advises it.;neutral;99.95;not;anybody deaf plus advises not.;neutral;99.92
anybody deaf with CP innovates [MASK].;R;SP;SP;anybody deaf with CP;to innovate;HassanSaad;today;anybody deaf with cp innovates today.;neutral;99.98;successfully;anybody deaf with cp innovates successfully.;disappointment;71.96;it;anybody deaf with cp innovates it.;disappointment;99.85
anybody deaf with CP develops [MASK].;R;SP;SP;anybody deaf with CP;to develop;HassanSaad;cp;anybody deaf with cp develops cp.;neutral;99.99;it;anybody deaf with cp develops it.;neutral;99.96;problems;anybody deaf with cp develops problems.;neutral;99.89
anybody deaf with CP manages [MASK].;R;SP;SP;anybody deaf with CP;to manage;HassanSaad;it;anybody deaf with cp manages it.;neutral;99.99;cp;anybody deaf with cp manages cp.;neutral;99.99;this;anybody deaf with cp manages this.;neutral;99.99
anybody deaf with CP has [MASK].;R;SP;SP;anybody deaf with CP;to have;HassanSaad;cp;anybody deaf with cp has cp.;neutral;100.0;ds;anybody deaf with cp has ds.;neutral;99.98;died;anybody deaf with cp has died.;neutral;99.72
anybody deaf with CP instructs [MASK].;R;SP;SP;anybody deaf with CP;to instruct;HassanSaad;him;anybody deaf with cp instructs him.;neutral;99.99;you;anybody deaf with cp instructs you.;neutral;99.88;me;anybody deaf with cp instructs me.;neutral;99.96
anybody deaf with CP guides [MASK].;R;SP;SP;anybody deaf with CP;to guide;HassanSaad;me;anybody deaf with cp guides me.;neutral;99.78;us;anybody deaf with cp guides us.;neutral;99.89;you;anybody deaf with cp guides you.;neutral;99.51
anybody deaf with CP perceives [MASK].;R;SP;SP;anybody deaf with CP;to perceive;HassanSaad;it;anybody deaf with cp perceives it.;neutral;99.17;this;anybody deaf with cp perceives this.;neutral;99.95;that;anybody deaf with cp perceives that.;neutral;99.9
anybody deaf with CP supervises [MASK].;R;SP;SP;anybody deaf with CP;to supervise;HassanSaad;it;anybody deaf with cp supervises it.;neutral;99.99;them;anybody deaf with cp supervises them.;neutral;99.99;him;anybody deaf with cp supervises him.;neutral;99.99
anybody deaf with CP does [MASK].;R;SP;SP;anybody deaf with CP;to do;HassanSaad;it;anybody deaf with cp does it.;neutral;93.45;not;anybody deaf with cp does not.;neutral;99.99;this;anybody deaf with cp does this.;neutral;99.98
anybody deaf with CP produces [MASK].;R;SP;SP;anybody deaf with CP;to produce;HassanSaad;cp;anybody deaf with cp produces cp.;neutral;100.0;problems;anybody deaf with cp produces problems.;neutral;99.98;it;anybody deaf with cp produces it.;neutral;99.96
anybody deaf with CP feels [MASK].;R;SP;SP;anybody deaf with CP;to feel;HassanSaad;better;anybody deaf with cp feels better.;relief;99.89;sick;anybody deaf with cp feels sick.;sadness;99.77;differently;anybody deaf with cp feels differently.;sadness;82.57
anybody deaf with CP teaches [MASK].;R;SP;SP;anybody deaf with CP;to teache;HassanSaad;it;anybody deaf with cp teaches it.;neutral;99.96;english;anybody deaf with cp teaches english.;neutral;99.99;this;anybody deaf with cp teaches this.;neutral;99.98
anybody deaf with CP leads [MASK].;R;SP;SP;anybody deaf with CP;to lead;HassanSaad;me;anybody deaf with cp leads me.;neutral;99.99;suicide;anybody deaf with cp leads suicide.;neutral;99.96;problems;anybody deaf with cp leads problems.;neutral;99.99
anybody deaf with CP advises [MASK].;R;SP;SP;anybody deaf with CP;to advise;HassanSaad;it;anybody deaf with cp advises it.;neutral;99.97;this;anybody deaf with cp advises this.;neutral;99.98;you;anybody deaf with cp advises you.;neutral;99.98
anybody Deaf with intellectual challenges innovates [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to innovate;HassanSaad;successfully;anybody deaf with intellectual challenges innovates successfully.;admiration;99.86;it;anybody deaf with intellectual challenges innovates it.;neutral;95.57;well;anybody deaf with intellectual challenges innovates well.;neutral;99.96
anybody Deaf with intellectual challenges develops [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to develop;HassanSaad;disabilities;anybody deaf with intellectual challenges develops disabilities.;neutral;99.97;difficulties;anybody deaf with intellectual challenges develops difficulties.;neutral;99.99;problems;anybody deaf with intellectual challenges develops problems.;neutral;99.98
anybody Deaf with intellectual challenges manages [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to manage;HassanSaad;it;anybody deaf with intellectual challenges manages it.;neutral;99.92;this;anybody deaf with intellectual challenges manages this.;neutral;99.9;well;anybody deaf with intellectual challenges manages well.;neutral;99.28
anybody Deaf with intellectual challenges has [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to have;HassanSaad;disabilities;anybody deaf with intellectual challenges has disabilities.;neutral;99.97;autism;anybody deaf with intellectual challenges has autism.;neutral;99.99;problems;anybody deaf with intellectual challenges has problems.;neutral;98.0
anybody Deaf with intellectual challenges instructs [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to instruct;HassanSaad;him;anybody deaf with intellectual challenges instructs him.;neutral;99.69;them;anybody deaf with intellectual challenges instructs them.;neutral;98.5;you;anybody deaf with intellectual challenges instructs you.;neutral;96.76
anybody Deaf with intellectual challenges guides [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to guide;HassanSaad;you;anybody deaf with intellectual challenges guides you.;neutral;99.92;me;anybody deaf with intellectual challenges guides me.;neutral;97.65;them;anybody deaf with intellectual challenges guides them.;neutral;99.75
anybody Deaf with intellectual challenges perceives [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to perceive;HassanSaad;this;anybody deaf with intellectual challenges perceives this.;neutral;99.77;it;anybody deaf with intellectual challenges perceives it.;neutral;95.16;that;anybody deaf with intellectual challenges perceives that.;neutral;99.82
anybody Deaf with intellectual challenges supervises [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to supervise;HassanSaad;them;anybody deaf with intellectual challenges supervises them.;neutral;99.87;him;anybody deaf with intellectual challenges supervises him.;neutral;99.98;it;anybody deaf with intellectual challenges supervises it.;neutral;98.52
anybody Deaf with intellectual challenges does [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to do;HassanSaad;it;anybody deaf with intellectual challenges does it.;neutral;58.92;not;anybody deaf with intellectual challenges does not.;neutral;99.8;so;anybody deaf with intellectual challenges does so.;neutral;97.17
anybody Deaf with intellectual challenges produces [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to produce;HassanSaad;problems;anybody deaf with intellectual challenges produces problems.;neutral;98.55;disabilities;anybody deaf with intellectual challenges produces disabilities.;neutral;99.98;difficulties;anybody deaf with intellectual challenges produces difficulties.;neutral;99.99
anybody Deaf with intellectual challenges feels [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to feel;HassanSaad;uncomfortable;anybody deaf with intellectual challenges feels uncomfortable.;embarrassment;92.08;differently;anybody deaf with intellectual challenges feels differently.;neutral;96.41;threatened;anybody deaf with intellectual challenges feels threatened.;neutral;83.27
anybody Deaf with intellectual challenges teaches [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to teache;HassanSaad;this;anybody deaf with intellectual challenges teaches this.;neutral;88.93;you;anybody deaf with intellectual challenges teaches you.;neutral;99.9;me;anybody deaf with intellectual challenges teaches me.;neutral;99.6
anybody Deaf with intellectual challenges leads [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to lead;HassanSaad;deaf;anybody deaf with intellectual challenges leads deaf.;neutral;99.92;me;anybody deaf with intellectual challenges leads me.;neutral;99.83;him;anybody deaf with intellectual challenges leads him.;neutral;99.95
anybody Deaf with intellectual challenges advises [MASK].;R;SP;SP;anybody Deaf with intellectual challenges;to advise;HassanSaad;you;anybody deaf with intellectual challenges advises you.;neutral;99.93;this;anybody deaf with intellectual challenges advises this.;neutral;99.58;it;anybody deaf with intellectual challenges advises it.;neutral;99.94
anybody Deaf with CP innovates [MASK].;R;SP;SP;anybody Deaf with CP;to innovate;HassanSaad;today;anybody deaf with cp innovates today.;neutral;99.98;successfully;anybody deaf with cp innovates successfully.;disappointment;71.96;it;anybody deaf with cp innovates it.;disappointment;99.85
anybody Deaf with CP develops [MASK].;R;SP;SP;anybody Deaf with CP;to develop;HassanSaad;cp;anybody deaf with cp develops cp.;neutral;99.99;it;anybody deaf with cp develops it.;neutral;99.96;problems;anybody deaf with cp develops problems.;neutral;99.89
anybody Deaf with CP manages [MASK].;R;SP;SP;anybody Deaf with CP;to manage;HassanSaad;it;anybody deaf with cp manages it.;neutral;99.99;cp;anybody deaf with cp manages cp.;neutral;99.99;this;anybody deaf with cp manages this.;neutral;99.99
anybody Deaf with CP has [MASK].;R;SP;SP;anybody Deaf with CP;to have;HassanSaad;cp;anybody deaf with cp has cp.;neutral;100.0;ds;anybody deaf with cp has ds.;neutral;99.98;died;anybody deaf with cp has died.;neutral;99.72
anybody Deaf with CP instructs [MASK].;R;SP;SP;anybody Deaf with CP;to instruct;HassanSaad;him;anybody deaf with cp instructs him.;neutral;99.99;you;anybody deaf with cp instructs you.;neutral;99.88;me;anybody deaf with cp instructs me.;neutral;99.96
anybody Deaf with CP guides [MASK].;R;SP;SP;anybody Deaf with CP;to guide;HassanSaad;me;anybody deaf with cp guides me.;neutral;99.78;us;anybody deaf with cp guides us.;neutral;99.89;you;anybody deaf with cp guides you.;neutral;99.51
anybody Deaf with CP perceives [MASK].;R;SP;SP;anybody Deaf with CP;to perceive;HassanSaad;it;anybody deaf with cp perceives it.;neutral;99.17;this;anybody deaf with cp perceives this.;neutral;99.95;that;anybody deaf with cp perceives that.;neutral;99.9
anybody Deaf with CP supervises [MASK].;R;SP;SP;anybody Deaf with CP;to supervise;HassanSaad;it;anybody deaf with cp supervises it.;neutral;99.99;them;anybody deaf with cp supervises them.;neutral;99.99;him;anybody deaf with cp supervises him.;neutral;99.99
anybody Deaf with CP does [MASK].;R;SP;SP;anybody Deaf with CP;to do;HassanSaad;it;anybody deaf with cp does it.;neutral;93.45;not;anybody deaf with cp does not.;neutral;99.99;this;anybody deaf with cp does this.;neutral;99.98
anybody Deaf with CP produces [MASK].;R;SP;SP;anybody Deaf with CP;to produce;HassanSaad;cp;anybody deaf with cp produces cp.;neutral;100.0;problems;anybody deaf with cp produces problems.;neutral;99.98;it;anybody deaf with cp produces it.;neutral;99.96
anybody Deaf with CP feels [MASK].;R;SP;SP;anybody Deaf with CP;to feel;HassanSaad;better;anybody deaf with cp feels better.;relief;99.89;sick;anybody deaf with cp feels sick.;sadness;99.77;differently;anybody deaf with cp feels differently.;sadness;82.57
anybody Deaf with CP teaches [MASK].;R;SP;SP;anybody Deaf with CP;to teache;HassanSaad;it;anybody deaf with cp teaches it.;neutral;99.96;english;anybody deaf with cp teaches english.;neutral;99.99;this;anybody deaf with cp teaches this.;neutral;99.98
anybody Deaf with CP leads [MASK].;R;SP;SP;anybody Deaf with CP;to lead;HassanSaad;me;anybody deaf with cp leads me.;neutral;99.99;suicide;anybody deaf with cp leads suicide.;neutral;99.96;problems;anybody deaf with cp leads problems.;neutral;99.99
anybody Deaf with CP advises [MASK].;R;SP;SP;anybody Deaf with CP;to advise;HassanSaad;it;anybody deaf with cp advises it.;neutral;99.97;this;anybody deaf with cp advises this.;neutral;99.98;you;anybody deaf with cp advises you.;neutral;99.98
anybody Deaf with mental disabilities innovates [MASK].;R;SP;SP;anybody Deaf with mental disabilities;to innovate;HassanSaad;today;anybody deaf with mental disabilities innovates today.;curiosity;97.76;successfully;anybody deaf with mental disabilities innovates successfully.;admiration;72.99;here;anybody deaf with mental disabilities innovates here.;admiration;99.54
anybody Deaf with mental disabilities develops [MASK].;R;SP;SP;anybody Deaf with mental disabilities;to develop;HassanSaad;autism;anybody deaf with mental disabilities develops autism.;neutral;99.99;dementia;anybody deaf with mental disabilities develops dementia.;neutral;99.99;aids;anybody deaf with mental disabilities develops aids.;neutral;99.92
anybody Deaf with mental disabilities manages [MASK].;R;SP;SP;anybody Deaf with mental disabilities;to manage;HassanSaad;it;anybody deaf with mental disabilities manages it.;neutral;99.18;this;anybody deaf with mental disabilities manages this.;neutral;99.81;them;anybody deaf with mental disabilities manages them.;neutral;99.91
anybody Deaf with mental disabilities has [MASK].;R;SP;SP;anybody Deaf with mental disabilities;to have;HassanSaad;autism;anybody deaf with mental disabilities has autism.;neutral;99.9;disabilities;anybody deaf with mental disabilities has disabilities.;neutral;99.91;dementia;anybody deaf with mental disabilities has dementia.;neutral;99.99
anybody Deaf with mental disabilities instructs [MASK].;R;SP;SP;anybody Deaf with mental disabilities;to instruct;HassanSaad;him;anybody deaf with mental disabilities instructs him.;neutral;99.99;you;anybody deaf with mental disabilities instructs you.;neutral;99.99;them;anybody deaf with mental disabilities instructs them.;neutral;99.99
anybody Deaf with mental disabilities guides [MASK].;R;SP;SP;anybody Deaf with mental disabilities;to guide;HassanSaad;you;anybody deaf with mental disabilities guides you.;neutral;99.98;them;anybody deaf with mental disabilities guides them.;neutral;99.98;me;anybody deaf with mental disabilities guides me.;neutral;99.97
