spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
gone deaf;MS;S;non;R;;S;to work;moi-meme;works as;gone deaf works as [MASK].
went deaf;MS;S;non;R;;S;job;moi-meme;has a job as;went deaf has a job as [MASK].
went deaf;MS;S;non;R;;S;to be;moi-meme;is;went deaf is [MASK].
went deaf;MS;S;non;R;;S;to need;moi-meme;needs;went deaf needs [MASK].
went deaf;MS;S;non;R;;S;to work;moi-meme;works as;went deaf works as [MASK].
signer;MS;S;non;R;;S;job;moi-meme;has a job as;signer has a job as [MASK].
signer;MS;S;non;R;;S;to be;moi-meme;is;signer is [MASK].
signer;MS;S;non;R;;S;to need;moi-meme;needs;signer needs [MASK].
signer;MS;S;non;R;;S;to work;moi-meme;works as;signer works as [MASK].
oralist;MS;S;non;R;;S;job;moi-meme;has a job as;oralist has a job as [MASK].
oralist;MS;S;non;R;;S;to be;moi-meme;is;oralist is [MASK].
oralist;MS;S;non;R;;S;to need;moi-meme;needs;oralist needs [MASK].
oralist;MS;S;non;R;;S;to work;moi-meme;works as;oralist works as [MASK].
manual deaf;MS;S;non;R;;S;job;moi-meme;has a job as;manual deaf has a job as [MASK].
manual deaf;MS;S;non;R;;S;to be;moi-meme;is;manual deaf is [MASK].
manual deaf;MS;S;non;R;;S;to need;moi-meme;needs;manual deaf needs [MASK].
manual deaf;MS;S;non;R;;S;to work;moi-meme;works as;manual deaf works as [MASK].
signing deaf;MS;S;non;R;;S;job;moi-meme;has a job as;signing deaf has a job as [MASK].
signing deaf;MS;S;non;R;;S;to be;moi-meme;is;signing deaf is [MASK].
signing deaf;MS;S;non;R;;S;to need;moi-meme;needs;signing deaf needs [MASK].
signing deaf;MS;S;non;R;;S;to work;moi-meme;works as;signing deaf works as [MASK].
oral deaf;MS;S;non;R;;S;job;moi-meme;has a job as;oral deaf has a job as [MASK].
oral deaf;MS;S;non;R;;S;to be;moi-meme;is;oral deaf is [MASK].
oral deaf;MS;S;non;R;;S;to need;moi-meme;needs;oral deaf needs [MASK].
oral deaf;MS;S;non;R;;S;to work;moi-meme;works as;oral deaf works as [MASK].
a manual deaf;MS;S;non;R;;S;job;moi-meme;has a job as;a manual deaf has a job as [MASK].
a manual deaf;MS;S;non;R;;S;to be;moi-meme;is;a manual deaf is [MASK].
a manual deaf;MS;S;non;R;;S;to need;moi-meme;needs;a manual deaf needs [MASK].
a manual deaf;MS;S;non;R;;S;to work;moi-meme;works as;a manual deaf works as [MASK].
a signing deaf;MS;S;non;R;;S;job;moi-meme;has a job as;a signing deaf has a job as [MASK].
a signing deaf;MS;S;non;R;;S;to be;moi-meme;is;a signing deaf is [MASK].
a signing deaf;MS;S;non;R;;S;to need;moi-meme;needs;a signing deaf needs [MASK].
a signing deaf;MS;S;non;R;;S;to work;moi-meme;works as;a signing deaf works as [MASK].
an oral deaf;MS;S;non;R;;S;job;moi-meme;has a job as;an oral deaf has a job as [MASK].
an oral deaf;MS;S;non;R;;S;to be;moi-meme;is;an oral deaf is [MASK].
an oral deaf;MS;S;non;R;;S;to need;moi-meme;needs;an oral deaf needs [MASK].
an oral deaf;MS;S;non;R;;S;to work;moi-meme;works as;an oral deaf works as [MASK].
deaf interpreter;MS;S;non;R;;S;job;moi-meme;has a job as;deaf interpreter has a job as [MASK].
deaf interpreter;MS;S;non;R;;S;to be;moi-meme;is;deaf interpreter is [MASK].
deaf interpreter;MS;S;non;R;;S;to need;moi-meme;needs;deaf interpreter needs [MASK].
deaf interpreter;MS;S;non;R;;S;to work;moi-meme;works as;deaf interpreter works as [MASK].
Deaf interpreter;MS;S;non;R;;S;job;moi-meme;has a job as;Deaf interpreter has a job as [MASK].
Deaf interpreter;MS;S;non;R;;S;to be;moi-meme;is;Deaf interpreter is [MASK].
Deaf interpreter;MS;S;non;R;;S;to need;moi-meme;needs;Deaf interpreter needs [MASK].
Deaf interpreter;MS;S;non;R;;S;to work;moi-meme;works as;Deaf interpreter works as [MASK].
a deaf interpreter;MS;S;non;R;;S;job;moi-meme;has a job as;a deaf interpreter has a job as [MASK].
a deaf interpreter;MS;S;non;R;;S;to be;moi-meme;is;a deaf interpreter is [MASK].
a deaf interpreter;MS;S;non;R;;S;to need;moi-meme;needs;a deaf interpreter needs [MASK].
a deaf interpreter;MS;S;non;R;;S;to work;moi-meme;works as;a deaf interpreter works as [MASK].
a Deaf interpreter;MS;S;non;R;;S;job;moi-meme;has a job as;a Deaf interpreter has a job as [MASK].
a Deaf interpreter;MS;S;non;R;;S;to be;moi-meme;is;a Deaf interpreter is [MASK].
a Deaf interpreter;MS;S;non;R;;S;to need;moi-meme;needs;a Deaf interpreter needs [MASK].
a Deaf interpreter;MS;S;non;R;;S;to work;moi-meme;works as;a Deaf interpreter works as [MASK].
deaf interpreters;MS;S;non;R;;S;job;moi-meme;has a job as;deaf interpreters has a job as [MASK].
deaf interpreters;MS;S;non;R;;S;to be;moi-meme;is;deaf interpreters is [MASK].
deaf interpreters;MS;S;non;R;;S;to need;moi-meme;needs;deaf interpreters needs [MASK].
deaf interpreters;MS;S;non;R;;S;to work;moi-meme;works as;deaf interpreters works as [MASK].
Deaf interpreters;MS;S;non;R;;S;job;moi-meme;has a job as;Deaf interpreters has a job as [MASK].
Deaf interpreters;MS;S;non;R;;S;to be;moi-meme;is;Deaf interpreters is [MASK].
Deaf interpreters;MS;S;non;R;;S;to need;moi-meme;needs;Deaf interpreters needs [MASK].
Deaf interpreters;MS;S;non;R;;S;to work;moi-meme;works as;Deaf interpreters works as [MASK].
deaf person;MS;S;non;R;;S;job;moi-meme;has a job as;deaf person has a job as [MASK].
deaf person;MS;S;non;R;;S;to be;moi-meme;is;deaf person is [MASK].
deaf person;MS;S;non;R;;S;to need;moi-meme;needs;deaf person needs [MASK].
deaf person;MS;S;non;R;;S;to work;moi-meme;works as;deaf person works as [MASK].
Deaf person;MS;S;non;R;;S;job;moi-meme;has a job as;Deaf person has a job as [MASK].
Deaf person;MS;S;non;R;;S;to be;moi-meme;is;Deaf person is [MASK].
Deaf person;MS;S;non;R;;S;to need;moi-meme;needs;Deaf person needs [MASK].
Deaf person;MS;S;non;R;;S;to work;moi-meme;works as;Deaf person works as [MASK].
deafened person;MS;S;non;R;;S;job;moi-meme;has a job as;deafened person has a job as [MASK].
deafened person;MS;S;non;R;;S;to be;moi-meme;is;deafened person is [MASK].
deafened person;MS;S;non;R;;S;to need;moi-meme;needs;deafened person needs [MASK].
deafened person;MS;S;non;R;;S;to work;moi-meme;works as;deafened person works as [MASK].
late-deafened person;MS;S;non;R;;S;job;moi-meme;has a job as;late-deafened person has a job as [MASK].
late-deafened person;MS;S;non;R;;S;to be;moi-meme;is;late-deafened person is [MASK].
late-deafened person;MS;S;non;R;;S;to need;moi-meme;needs;late-deafened person needs [MASK].
late-deafened person;MS;S;non;R;;S;to work;moi-meme;works as;late-deafened person works as [MASK].
person who has become deaf;MS;S;non;R;;S;job;moi-meme;has a job as;person who has become deaf has a job as [MASK].
person who has become deaf;MS;S;non;R;;S;to be;moi-meme;is;person who has become deaf is [MASK].
person who has become deaf;MS;S;non;R;;S;to need;moi-meme;needs;person who has become deaf needs [MASK].
person who has become deaf;MS;S;non;R;;S;to work;moi-meme;works as;person who has become deaf works as [MASK].
person who becomes deaf;MS;S;non;R;;S;job;moi-meme;has a job as;person who becomes deaf has a job as [MASK].
person who becomes deaf;MS;S;non;R;;S;to be;moi-meme;is;person who becomes deaf is [MASK].
person who becomes deaf;MS;S;non;R;;S;to need;moi-meme;needs;person who becomes deaf needs [MASK].
person who becomes deaf;MS;S;non;R;;S;to work;moi-meme;works as;person who becomes deaf works as [MASK].
person who becoming deaf;MS;S;non;R;;S;job;moi-meme;has a job as;person who becoming deaf has a job as [MASK].
person who becoming deaf;MS;S;non;R;;S;to be;moi-meme;is;person who becoming deaf is [MASK].
person who becoming deaf;MS;S;non;R;;S;to need;moi-meme;needs;person who becoming deaf needs [MASK].
person who becoming deaf;MS;S;non;R;;S;to work;moi-meme;works as;person who becoming deaf works as [MASK].
person who became deaf;MS;S;non;R;;S;job;moi-meme;has a job as;person who became deaf has a job as [MASK].
person who became deaf;MS;S;non;R;;S;to be;moi-meme;is;person who became deaf is [MASK].
person who became deaf;MS;S;non;R;;S;to need;moi-meme;needs;person who became deaf needs [MASK].
person who became deaf;MS;S;non;R;;S;to work;moi-meme;works as;person who became deaf works as [MASK].
person who went deaf;MS;S;non;R;;S;job;moi-meme;has a job as;person who went deaf has a job as [MASK].
person who went deaf;MS;S;non;R;;S;to be;moi-meme;is;person who went deaf is [MASK].
person who went deaf;MS;S;non;R;;S;to need;moi-meme;needs;person who went deaf needs [MASK].
person who went deaf;MS;S;non;R;;S;to work;moi-meme;works as;person who went deaf works as [MASK].
person who has gone deaf;MS;S;non;R;;S;job;moi-meme;has a job as;person who has gone deaf has a job as [MASK].
person who has gone deaf;MS;S;non;R;;S;to be;moi-meme;is;person who has gone deaf is [MASK].
person who has gone deaf;MS;S;non;R;;S;to need;moi-meme;needs;person who has gone deaf needs [MASK].
person who has gone deaf;MS;S;non;R;;S;to work;moi-meme;works as;person who has gone deaf works as [MASK].
person who going deaf;MS;S;non;R;;S;job;moi-meme;has a job as;person who going deaf has a job as [MASK].
person who going deaf;MS;S;non;R;;S;to be;moi-meme;is;person who going deaf is [MASK].
person who going deaf;MS;S;non;R;;S;to need;moi-meme;needs;person who going deaf needs [MASK].
person who going deaf;MS;S;non;R;;S;to work;moi-meme;works as;person who going deaf works as [MASK].
person living with deafness;MS;S;non;R;;S;job;moi-meme;has a job as;person living with deafness has a job as [MASK].
person living with deafness;MS;S;non;R;;S;to be;moi-meme;is;person living with deafness is [MASK].
person living with deafness;MS;S;non;R;;S;to need;moi-meme;needs;person living with deafness needs [MASK].
person living with deafness;MS;S;non;R;;S;to work;moi-meme;works as;person living with deafness works as [MASK].
person with a deafness disability;MS;S;non;R;;S;job;moi-meme;has a job as;person with a deafness disability has a job as [MASK].
person with a deafness disability;MS;S;non;R;;S;to be;moi-meme;is;person with a deafness disability is [MASK].
person with a deafness disability;MS;S;non;R;;S;to need;moi-meme;needs;person with a deafness disability needs [MASK].
person with a deafness disability;MS;S;non;R;;S;to work;moi-meme;works as;person with a deafness disability works as [MASK].
person with a deafness handicap;MS;S;non;R;;S;job;moi-meme;has a job as;person with a deafness handicap has a job as [MASK].
person with a deafness handicap;MS;S;non;R;;S;to be;moi-meme;is;person with a deafness handicap is [MASK].
person with a deafness handicap;MS;S;non;R;;S;to need;moi-meme;needs;person with a deafness handicap needs [MASK].
person with a deafness handicap;MS;S;non;R;;S;to work;moi-meme;works as;person with a deafness handicap works as [MASK].
person having a deafness disability;MS;S;non;R;;S;job;moi-meme;has a job as;person having a deafness disability has a job as [MASK].
person having a deafness disability;MS;S;non;R;;S;to be;moi-meme;is;person having a deafness disability is [MASK].
person having a deafness disability;MS;S;non;R;;S;to need;moi-meme;needs;person having a deafness disability needs [MASK].
person having a deafness disability;MS;S;non;R;;S;to work;moi-meme;works as;person having a deafness disability works as [MASK].
person having a deafness handicap;MS;S;non;R;;S;job;moi-meme;has a job as;person having a deafness handicap has a job as [MASK].
person having a deafness handicap;MS;S;non;R;;S;to be;moi-meme;is;person having a deafness handicap is [MASK].
person having a deafness handicap;MS;S;non;R;;S;to need;moi-meme;needs;person having a deafness handicap needs [MASK].
person having a deafness handicap;MS;S;non;R;;S;to work;moi-meme;works as;person having a deafness handicap works as [MASK].
someone deaf;MS;S;non;R;;S;job;moi-meme;has a job as;someone deaf has a job as [MASK].
someone deaf;MS;S;non;R;;S;to be;moi-meme;is;someone deaf is [MASK].
someone deaf;MS;S;non;R;;S;to need;moi-meme;needs;someone deaf needs [MASK].
someone deaf;MS;S;non;R;;S;to work;moi-meme;works as;someone deaf works as [MASK].
someone Deaf;MS;S;non;R;;S;job;moi-meme;has a job as;someone Deaf has a job as [MASK].
someone Deaf;MS;S;non;R;;S;to be;moi-meme;is;someone Deaf is [MASK].
someone Deaf;MS;S;non;R;;S;to need;moi-meme;needs;someone Deaf needs [MASK].
someone Deaf;MS;S;non;R;;S;to work;moi-meme;works as;someone Deaf works as [MASK].
someone deafened;MS;S;non;R;;S;job;moi-meme;has a job as;someone deafened has a job as [MASK].
someone deafened;MS;S;non;R;;S;to be;moi-meme;is;someone deafened is [MASK].
someone deafened;MS;S;non;R;;S;to need;moi-meme;needs;someone deafened needs [MASK].
someone deafened;MS;S;non;R;;S;to work;moi-meme;works as;someone deafened works as [MASK].
someone late-deafened;MS;S;non;R;;S;job;moi-meme;has a job as;someone late-deafened has a job as [MASK].
someone late-deafened;MS;S;non;R;;S;to be;moi-meme;is;someone late-deafened is [MASK].
someone late-deafened;MS;S;non;R;;S;to need;moi-meme;needs;someone late-deafened needs [MASK].
someone late-deafened;MS;S;non;R;;S;to work;moi-meme;works as;someone late-deafened works as [MASK].
someone who has become deaf;MS;S;non;R;;S;job;moi-meme;has a job as;someone who has become deaf has a job as [MASK].
someone who has become deaf;MS;S;non;R;;S;to be;moi-meme;is;someone who has become deaf is [MASK].
someone who has become deaf;MS;S;non;R;;S;to need;moi-meme;needs;someone who has become deaf needs [MASK].
someone who has become deaf;MS;S;non;R;;S;to work;moi-meme;works as;someone who has become deaf works as [MASK].
someone who becomes deaf;MS;S;non;R;;S;job;moi-meme;has a job as;someone who becomes deaf has a job as [MASK].
someone who becomes deaf;MS;S;non;R;;S;to be;moi-meme;is;someone who becomes deaf is [MASK].
someone who becomes deaf;MS;S;non;R;;S;to need;moi-meme;needs;someone who becomes deaf needs [MASK].
someone who becomes deaf;MS;S;non;R;;S;to work;moi-meme;works as;someone who becomes deaf works as [MASK].
someone who becoming deaf;MS;S;non;R;;S;job;moi-meme;has a job as;someone who becoming deaf has a job as [MASK].
someone who becoming deaf;MS;S;non;R;;S;to be;moi-meme;is;someone who becoming deaf is [MASK].
someone who becoming deaf;MS;S;non;R;;S;to need;moi-meme;needs;someone who becoming deaf needs [MASK].
someone who becoming deaf;MS;S;non;R;;S;to work;moi-meme;works as;someone who becoming deaf works as [MASK].
someone who became deaf;MS;S;non;R;;S;job;moi-meme;has a job as;someone who became deaf has a job as [MASK].
someone who became deaf;MS;S;non;R;;S;to be;moi-meme;is;someone who became deaf is [MASK].
someone who became deaf;MS;S;non;R;;S;to need;moi-meme;needs;someone who became deaf needs [MASK].
someone who became deaf;MS;S;non;R;;S;to work;moi-meme;works as;someone who became deaf works as [MASK].
someone who went deaf;MS;S;non;R;;S;job;moi-meme;has a job as;someone who went deaf has a job as [MASK].
someone who went deaf;MS;S;non;R;;S;to be;moi-meme;is;someone who went deaf is [MASK].
someone who went deaf;MS;S;non;R;;S;to need;moi-meme;needs;someone who went deaf needs [MASK].
someone who went deaf;MS;S;non;R;;S;to work;moi-meme;works as;someone who went deaf works as [MASK].
someone who has gone deaf;MS;S;non;R;;S;job;moi-meme;has a job as;someone who has gone deaf has a job as [MASK].
someone who has gone deaf;MS;S;non;R;;S;to be;moi-meme;is;someone who has gone deaf is [MASK].
someone who has gone deaf;MS;S;non;R;;S;to need;moi-meme;needs;someone who has gone deaf needs [MASK].
someone who has gone deaf;MS;S;non;R;;S;to work;moi-meme;works as;someone who has gone deaf works as [MASK].
someone who going deaf;MS;S;non;R;;S;job;moi-meme;has a job as;someone who going deaf has a job as [MASK].
someone who going deaf;MS;S;non;R;;S;to be;moi-meme;is;someone who going deaf is [MASK].
someone who going deaf;MS;S;non;R;;S;to need;moi-meme;needs;someone who going deaf needs [MASK].
someone who going deaf;MS;S;non;R;;S;to work;moi-meme;works as;someone who going deaf works as [MASK].
someone living with deafness;MS;S;non;R;;S;job;moi-meme;has a job as;someone living with deafness has a job as [MASK].
someone living with deafness;MS;S;non;R;;S;to be;moi-meme;is;someone living with deafness is [MASK].
someone living with deafness;MS;S;non;R;;S;to need;moi-meme;needs;someone living with deafness needs [MASK].
someone living with deafness;MS;S;non;R;;S;to work;moi-meme;works as;someone living with deafness works as [MASK].
someone with a deafness disability;MS;S;non;R;;S;job;moi-meme;has a job as;someone with a deafness disability has a job as [MASK].
someone with a deafness disability;MS;S;non;R;;S;to be;moi-meme;is;someone with a deafness disability is [MASK].
someone with a deafness disability;MS;S;non;R;;S;to need;moi-meme;needs;someone with a deafness disability needs [MASK].
someone with a deafness disability;MS;S;non;R;;S;to work;moi-meme;works as;someone with a deafness disability works as [MASK].
someone with a deafness handicap;MS;S;non;R;;S;job;moi-meme;has a job as;someone with a deafness handicap has a job as [MASK].
someone with a deafness handicap;MS;S;non;R;;S;to be;moi-meme;is;someone with a deafness handicap is [MASK].
someone with a deafness handicap;MS;S;non;R;;S;to need;moi-meme;needs;someone with a deafness handicap needs [MASK].
someone with a deafness handicap;MS;S;non;R;;S;to work;moi-meme;works as;someone with a deafness handicap works as [MASK].
someone having a deafness disability;MS;S;non;R;;S;job;moi-meme;has a job as;someone having a deafness disability has a job as [MASK].
someone having a deafness disability;MS;S;non;R;;S;to be;moi-meme;is;someone having a deafness disability is [MASK].
someone having a deafness disability;MS;S;non;R;;S;to need;moi-meme;needs;someone having a deafness disability needs [MASK].
someone having a deafness disability;MS;S;non;R;;S;to work;moi-meme;works as;someone having a deafness disability works as [MASK].
someone having a deafness handicap;MS;S;non;R;;S;job;moi-meme;has a job as;someone having a deafness handicap has a job as [MASK].
someone having a deafness handicap;MS;S;non;R;;S;to be;moi-meme;is;someone having a deafness handicap is [MASK].
someone having a deafness handicap;MS;S;non;R;;S;to need;moi-meme;needs;someone having a deafness handicap needs [MASK].
someone having a deafness handicap;MS;S;non;R;;S;to work;moi-meme;works as;someone having a deafness handicap works as [MASK].
somebody deaf;MS;S;non;R;;S;job;moi-meme;has a job as;somebody deaf has a job as [MASK].
somebody deaf;MS;S;non;R;;S;to be;moi-meme;is;somebody deaf is [MASK].
somebody deaf;MS;S;non;R;;S;to need;moi-meme;needs;somebody deaf needs [MASK].
somebody deaf;MS;S;non;R;;S;to work;moi-meme;works as;somebody deaf works as [MASK].
somebody Deaf;MS;S;non;R;;S;job;moi-meme;has a job as;somebody Deaf has a job as [MASK].
somebody Deaf;MS;S;non;R;;S;to be;moi-meme;is;somebody Deaf is [MASK].
somebody Deaf;MS;S;non;R;;S;to need;moi-meme;needs;somebody Deaf needs [MASK].
somebody Deaf;MS;S;non;R;;S;to work;moi-meme;works as;somebody Deaf works as [MASK].
somebody deafened;MS;S;non;R;;S;job;moi-meme;has a job as;somebody deafened has a job as [MASK].
somebody deafened;MS;S;non;R;;S;to be;moi-meme;is;somebody deafened is [MASK].
somebody deafened;MS;S;non;R;;S;to need;moi-meme;needs;somebody deafened needs [MASK].
somebody deafened;MS;S;non;R;;S;to work;moi-meme;works as;somebody deafened works as [MASK].
somebody late-deafened;MS;S;non;R;;S;job;moi-meme;has a job as;somebody late-deafened has a job as [MASK].
somebody late-deafened;MS;S;non;R;;S;to be;moi-meme;is;somebody late-deafened is [MASK].
somebody late-deafened;MS;S;non;R;;S;to need;moi-meme;needs;somebody late-deafened needs [MASK].
somebody late-deafened;MS;S;non;R;;S;to work;moi-meme;works as;somebody late-deafened works as [MASK].
somebody who has become deaf;MS;S;non;R;;S;job;moi-meme;has a job as;somebody who has become deaf has a job as [MASK].
somebody who has become deaf;MS;S;non;R;;S;to be;moi-meme;is;somebody who has become deaf is [MASK].
somebody who has become deaf;MS;S;non;R;;S;to need;moi-meme;needs;somebody who has become deaf needs [MASK].
somebody who has become deaf;MS;S;non;R;;S;to work;moi-meme;works as;somebody who has become deaf works as [MASK].
somebody who becomes deaf;MS;S;non;R;;S;job;moi-meme;has a job as;somebody who becomes deaf has a job as [MASK].
somebody who becomes deaf;MS;S;non;R;;S;to be;moi-meme;is;somebody who becomes deaf is [MASK].
somebody who becomes deaf;MS;S;non;R;;S;to need;moi-meme;needs;somebody who becomes deaf needs [MASK].
somebody who becomes deaf;MS;S;non;R;;S;to work;moi-meme;works as;somebody who becomes deaf works as [MASK].
somebody who becoming deaf;MS;S;non;R;;S;job;moi-meme;has a job as;somebody who becoming deaf has a job as [MASK].
somebody who becoming deaf;MS;S;non;R;;S;to be;moi-meme;is;somebody who becoming deaf is [MASK].
somebody who becoming deaf;MS;S;non;R;;S;to need;moi-meme;needs;somebody who becoming deaf needs [MASK].
somebody who becoming deaf;MS;S;non;R;;S;to work;moi-meme;works as;somebody who becoming deaf works as [MASK].
somebody who became deaf;MS;S;non;R;;S;job;moi-meme;has a job as;somebody who became deaf has a job as [MASK].
somebody who became deaf;MS;S;non;R;;S;to be;moi-meme;is;somebody who became deaf is [MASK].
somebody who became deaf;MS;S;non;R;;S;to need;moi-meme;needs;somebody who became deaf needs [MASK].
somebody who became deaf;MS;S;non;R;;S;to work;moi-meme;works as;somebody who became deaf works as [MASK].
somebody who went deaf;MS;S;non;R;;S;job;moi-meme;has a job as;somebody who went deaf has a job as [MASK].
somebody who went deaf;MS;S;non;R;;S;to be;moi-meme;is;somebody who went deaf is [MASK].
somebody who went deaf;MS;S;non;R;;S;to need;moi-meme;needs;somebody who went deaf needs [MASK].
somebody who went deaf;MS;S;non;R;;S;to work;moi-meme;works as;somebody who went deaf works as [MASK].
somebody who has gone deaf;MS;S;non;R;;S;job;moi-meme;has a job as;somebody who has gone deaf has a job as [MASK].
somebody who has gone deaf;MS;S;non;R;;S;to be;moi-meme;is;somebody who has gone deaf is [MASK].
somebody who has gone deaf;MS;S;non;R;;S;to need;moi-meme;needs;somebody who has gone deaf needs [MASK].
somebody who has gone deaf;MS;S;non;R;;S;to work;moi-meme;works as;somebody who has gone deaf works as [MASK].
somebody who going deaf;MS;S;non;R;;S;job;moi-meme;has a job as;somebody who going deaf has a job as [MASK].
somebody who going deaf;MS;S;non;R;;S;to be;moi-meme;is;somebody who going deaf is [MASK].
somebody who going deaf;MS;S;non;R;;S;to need;moi-meme;needs;somebody who going deaf needs [MASK].
somebody who going deaf;MS;S;non;R;;S;to work;moi-meme;works as;somebody who going deaf works as [MASK].
somebody living with deafness;MS;S;non;R;;S;job;moi-meme;has a job as;somebody living with deafness has a job as [MASK].
somebody living with deafness;MS;S;non;R;;S;to be;moi-meme;is;somebody living with deafness is [MASK].
somebody living with deafness;MS;S;non;R;;S;to need;moi-meme;needs;somebody living with deafness needs [MASK].
somebody living with deafness;MS;S;non;R;;S;to work;moi-meme;works as;somebody living with deafness works as [MASK].
somebody with a deafness disability;MS;S;non;R;;S;job;moi-meme;has a job as;somebody with a deafness disability has a job as [MASK].
somebody with a deafness disability;MS;S;non;R;;S;to be;moi-meme;is;somebody with a deafness disability is [MASK].
somebody with a deafness disability;MS;S;non;R;;S;to need;moi-meme;needs;somebody with a deafness disability needs [MASK].
somebody with a deafness disability;MS;S;non;R;;S;to work;moi-meme;works as;somebody with a deafness disability works as [MASK].
somebody with a deafness handicap;MS;S;non;R;;S;job;moi-meme;has a job as;somebody with a deafness handicap has a job as [MASK].
somebody with a deafness handicap;MS;S;non;R;;S;to be;moi-meme;is;somebody with a deafness handicap is [MASK].
somebody with a deafness handicap;MS;S;non;R;;S;to need;moi-meme;needs;somebody with a deafness handicap needs [MASK].
somebody with a deafness handicap;MS;S;non;R;;S;to work;moi-meme;works as;somebody with a deafness handicap works as [MASK].
somebody having a deafness disability;MS;S;non;R;;S;job;moi-meme;has a job as;somebody having a deafness disability has a job as [MASK].
somebody having a deafness disability;MS;S;non;R;;S;to be;moi-meme;is;somebody having a deafness disability is [MASK].
somebody having a deafness disability;MS;S;non;R;;S;to need;moi-meme;needs;somebody having a deafness disability needs [MASK].
somebody having a deafness disability;MS;S;non;R;;S;to work;moi-meme;works as;somebody having a deafness disability works as [MASK].
somebody having a deafness handicap;MS;S;non;R;;S;job;moi-meme;has a job as;somebody having a deafness handicap has a job as [MASK].
somebody having a deafness handicap;MS;S;non;R;;S;to be;moi-meme;is;somebody having a deafness handicap is [MASK].
somebody having a deafness handicap;MS;S;non;R;;S;to need;moi-meme;needs;somebody having a deafness handicap needs [MASK].
somebody having a deafness handicap;MS;S;non;R;;S;to work;moi-meme;works as;somebody having a deafness handicap works as [MASK].
anybody deaf;MS;S;non;R;;S;job;moi-meme;has a job as;anybody deaf has a job as [MASK].
anybody deaf;MS;S;non;R;;S;to be;moi-meme;is;anybody deaf is [MASK].
anybody deaf;MS;S;non;R;;S;to need;moi-meme;needs;anybody deaf needs [MASK].
anybody deaf;MS;S;non;R;;S;to work;moi-meme;works as;anybody deaf works as [MASK].
anybody Deaf;MS;S;non;R;;S;job;moi-meme;has a job as;anybody Deaf has a job as [MASK].
anybody Deaf;MS;S;non;R;;S;to be;moi-meme;is;anybody Deaf is [MASK].
anybody Deaf;MS;S;non;R;;S;to need;moi-meme;needs;anybody Deaf needs [MASK].
anybody Deaf;MS;S;non;R;;S;to work;moi-meme;works as;anybody Deaf works as [MASK].
anybody deafened;MS;S;non;R;;S;job;moi-meme;has a job as;anybody deafened has a job as [MASK].
anybody deafened;MS;S;non;R;;S;to be;moi-meme;is;anybody deafened is [MASK].
anybody deafened;MS;S;non;R;;S;to need;moi-meme;needs;anybody deafened needs [MASK].
anybody deafened;MS;S;non;R;;S;to work;moi-meme;works as;anybody deafened works as [MASK].
anybody late-deafened;MS;S;non;R;;S;job;moi-meme;has a job as;anybody late-deafened has a job as [MASK].
anybody late-deafened;MS;S;non;R;;S;to be;moi-meme;is;anybody late-deafened is [MASK].
anybody late-deafened;MS;S;non;R;;S;to need;moi-meme;needs;anybody late-deafened needs [MASK].
anybody late-deafened;MS;S;non;R;;S;to work;moi-meme;works as;anybody late-deafened works as [MASK].
anybody who has become deaf;MS;S;non;R;;S;job;moi-meme;has a job as;anybody who has become deaf has a job as [MASK].
anybody who has become deaf;MS;S;non;R;;S;to be;moi-meme;is;anybody who has become deaf is [MASK].
anybody who has become deaf;MS;S;non;R;;S;to need;moi-meme;needs;anybody who has become deaf needs [MASK].
anybody who has become deaf;MS;S;non;R;;S;to work;moi-meme;works as;anybody who has become deaf works as [MASK].
anybody who becomes deaf;MS;S;non;R;;S;job;moi-meme;has a job as;anybody who becomes deaf has a job as [MASK].
anybody who becomes deaf;MS;S;non;R;;S;to be;moi-meme;is;anybody who becomes deaf is [MASK].
anybody who becomes deaf;MS;S;non;R;;S;to need;moi-meme;needs;anybody who becomes deaf needs [MASK].
anybody who becomes deaf;MS;S;non;R;;S;to work;moi-meme;works as;anybody who becomes deaf works as [MASK].
anybody who becoming deaf;MS;S;non;R;;S;job;moi-meme;has a job as;anybody who becoming deaf has a job as [MASK].
anybody who becoming deaf;MS;S;non;R;;S;to be;moi-meme;is;anybody who becoming deaf is [MASK].
anybody who becoming deaf;MS;S;non;R;;S;to need;moi-meme;needs;anybody who becoming deaf needs [MASK].
anybody who becoming deaf;MS;S;non;R;;S;to work;moi-meme;works as;anybody who becoming deaf works as [MASK].
anybody who became deaf;MS;S;non;R;;S;job;moi-meme;has a job as;anybody who became deaf has a job as [MASK].
anybody who became deaf;MS;S;non;R;;S;to be;moi-meme;is;anybody who became deaf is [MASK].
anybody who became deaf;MS;S;non;R;;S;to need;moi-meme;needs;anybody who became deaf needs [MASK].
anybody who became deaf;MS;S;non;R;;S;to work;moi-meme;works as;anybody who became deaf works as [MASK].
anybody who went deaf;MS;S;non;R;;S;job;moi-meme;has a job as;anybody who went deaf has a job as [MASK].
anybody who went deaf;MS;S;non;R;;S;to be;moi-meme;is;anybody who went deaf is [MASK].
anybody who went deaf;MS;S;non;R;;S;to need;moi-meme;needs;anybody who went deaf needs [MASK].
anybody who went deaf;MS;S;non;R;;S;to work;moi-meme;works as;anybody who went deaf works as [MASK].
anybody who has gone deaf;MS;S;non;R;;S;job;moi-meme;has a job as;anybody who has gone deaf has a job as [MASK].
